eco,name,pgn,move,color,fen,master,lichess,white,draws,black
D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense, Somov Gambit",1. d4 d5 2. c4 dxc4 3. e4 e5 4. Bxc4,7,white,rnbqkbnr/ppp2ppp/8/4p3/2BPP3/8/PP3PPP/RNBQK1NR b KQkq - 0 4,5gxKa3om,,15910,1586,17379
A43,Benoni Defense: Cormorant Gambit,1. d4 c5 2. dxc5 b6,4,black,rnbqkbnr/p2ppppp/1p6/2P5/8/8/PPP1PPPP/RNBQKBNR w KQkq - 0 3,,,17765,1452,15415
A00,Grob Opening: Alessi Gambit,1. g4 f5,2,black,rnbqkbnr/ppppp1pp/8/5p2/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2,,,17436,1194,15868
C00,"French Defense: King's Indian Attack, Franco-Hiva Gambit",1. e4 e6 2. d3 f5,4,black,rnbqkbnr/pppp2pp/4p3/5p2/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq - 0 3,,0ImmoFlm,16881,1345,15890
C00,"French Defense: St. George Defense, Sanky-George Gambit",1. e4 e6 2. d4 a6 3. c4 b5,6,black,rnbqkbnr/2pp1ppp/p3p3/1p6/2PPP3/8/PP3PPP/RNBQKBNR w KQkq - 0 4,j8dr6RVr,th9XP4zx,15378,1384,16951
D32,Tarrasch Defense: von Hennig Gambit,1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 cxd4 5. Qxd4 Nc6 6. Qd1 exd5 7. Qxd5 Be6,14,black,r2qkbnr/pp3ppp/2n1b3/3Q4/8/2N5/PP2PPPP/R1B1KBNR w KQkq - 1 8,5IxhPZc0,Kff3B776,12144,1903,19430
D00,"Queen's Pawn Game: Accelerated London System, Steinitz Countergambit, Morris Countergambit",1. d4 d5 2. Bf4 c5 3. e4,5,white,rnbqkbnr/pp2pppp/8/2pp4/3PPB2/8/PPP2PPP/RN1QKBNR b KQkq - 0 3,fuWK2YG3,uVnaKjrv,17020,1654,14690
B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Heinola-Deppe Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 e5,6,black,r1bqkbnr/ppp2ppp/2n5/3pp3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,ZdJ1ue5I,x5nPlmu9,15786,1504,14947
C25,"Vienna Gambit, with Max Lange Defense: Hamppe-Muzio Gambit",1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O,11,white,r1bqkbnr/pppp1p1p/2n5/8/2B1Ppp1/2N2N2/PPPP2PP/R1BQ1RK1 b kq - 1 6,OiJhsEZD,Gi8wv36o,17921,814,13171
C25,Vienna Game: Hamppe-Muzio Gambit,1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O,11,white,r1bqkbnr/pppp1p1p/2n5/8/2B1Ppp1/2N2N2/PPPP2PP/R1BQ1RK1 b kq - 1 6,OiJhsEZD,Gi8wv36o,17921,814,13171
C40,Latvian Gambit: Corkscrew Countergambit,1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 Nf6,8,black,rnbqkb1r/pppp2pp/5n2/4N3/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,,vOcK01l8,14096,683,17122
B00,Owen Defense: Naselwaus Gambit,1. e4 b6 2. d4 Bb7 3. Bg5,5,white,rn1qkbnr/pbpppppp/1p6/6B1/3PP3/8/PPP2PPP/RN1QKBNR b KQkq - 2 3,Yk3KhZwB,qufg7Vq9,18589,967,11525
A50,Indian Defense: Medusa Gambit,1. d4 Nf6 2. c4 g5,4,black,rnbqkb1r/pppppp1p/5n2/6p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,,F8UCK1U4,17404,1198,12449
C33,"King's Gambit Accepted: Bishop's Gambit, Bledow Countergambit",1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Nf6,8,black,rnbqkb1r/ppp2ppp/5n2/3B4/4Pp2/8/PPPP2PP/RNBQK1NR w KQkq - 1 5,XG9gySc8,AF10dIKE,16008,1461,12605
A57,Benko Gambit Declined: Hjørring Countergambit,1. d4 Nf6 2. c4 c5 3. d5 b5 4. e4,7,white,rnbqkb1r/p2ppppp/5n2/1ppP4/2P1P3/8/PP3PPP/RNBQKBNR b KQkq - 0 4,myfQIMWw,5mWtYdBQ,14117,1143,14525
C53,"Italian Game: Classical Variation, Alexandre Gambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 f5,8,black,r1bqk1nr/pppp2pp/2n5/2b1pp2/2B1P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 5,,VH8jQeVy,15015,995,13425
C44,Ponziani Opening: Caro Gambit,1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Qa4 Bd7,8,black,r2qkbnr/pppb1ppp/2n5/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R w KQkq - 2 5,OKqsr5b5,,13346,1357,14722
B00,Owen Defense: Matovinsky Gambit,1. e4 b6 2. d4 Bb7 3. Bd3 f5 4. exf5 Bxg2 5. Qh5+ g6,10,black,rn1qkbnr/p1ppp2p/1p4p1/5P1Q/3P4/3B4/PPP2PbP/RNB1K1NR w KQkq - 0 6,pNlui4Gy,3KdCSQFV,16305,895,11878
C37,King's Gambit Accepted: Double Muzio Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. e5 Qxe5 8. Bxf7+,15,white,rnb1kbnr/pppp1B1p/8/4q3/5p2/5Q2/PPPP2PP/RNB2RK1 b kq - 0 8,BLloLqoV,s6Z06RU1,17565,665,10841
A46,Torre Attack: Wagner Gambit,1. d4 Nf6 2. Nf3 e6 3. Bg5 c5 4. e4,7,white,rnbqkb1r/pp1p1ppp/4pn2/2p3B1/3PP3/5N2/PPP2PPP/RN1QKB1R b KQkq - 0 4,kYf5jM7D,481vhOie,12882,1130,14792
A40,Mikenas Defense: Pozarek Gambit,1. d4 Nc6 2. c4 e5 3. dxe5 Nxe5 4. Nc3,7,white,r1bqkbnr/pppp1ppp/8/4n3/2P5/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 4,lDOYRrBc,0BF9pQlt,14098,1267,13427
A40,English Defense: Eastbourne Gambit,1. d4 b6 2. c4 Bb7 3. Nc3 e5,6,black,rn1qkbnr/pbpp1ppp/1p6/4p3/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,,ZbluXI59,14558,1060,13076
E00,Indian Defense: Devin Gambit,1. d4 Nf6 2. c4 e6 3. g4,5,white,rnbqkb1r/pppp1ppp/4pn2/8/2PP2P1/8/PP2PP1P/RNBQKBNR b KQkq - 0 3,,MxWCe9Mq,14225,1148,12247
A10,"English Opening: Anglo-Dutch Defense, Hickmann Gambit",1. c4 f5 2. e4,3,white,rnbqkbnr/ppppp1pp/8/5p2/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq - 0 2,QblG8n45,TYxMOXOR,14290,1187,12081
C51,Italian Game: Evans Gambit,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bxb4 5. c3 Bc5 6. d4 exd4 7. O-O d6 8. cxd4 Bb6 9. Nc3,17,white,r1bqk1nr/ppp2ppp/1bnp4/8/2BPP3/2N2N2/P4PPP/R1BQ1RK1 b kq - 2 9,M3Ks2EQ1,fMvB8721,13382,874,12449
B06,Modern Defense: Fianchetto Gambit,1. e4 g6 2. d4 f5,4,black,rnbqkbnr/ppppp2p/6p1/5p2/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,,,15634,760,10094
B52,"Sicilian Defense: Moscow Variation, Haag Gambit",1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. O-O Nc6 6. c3 Nf6 7. d4,13,white,r3kb1r/pp1qpppp/2np1n2/2p5/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 7,DVXx09r8,,14419,1896,9801
B06,"Modern Defense: Norwegian Defense, Norwegian Gambit",1. e4 g6 2. d4 Nf6 3. e5 Nh5 4. Be2 d6,8,black,rnbqkb1r/ppp1pp1p/3p2p1/4P2n/3P4/8/PPP1BPPP/RNBQK1NR w KQkq - 0 5,Fp7E1XuI,AXkAr0MP,9809,1069,14820
C32,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit",1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Qe2,11,white,rnbqkb1r/ppp2ppp/8/3P4/4nP2/8/PPP1Q1PP/RNB1KBNR b KQkq - 1 6,Xs7VPjp7,eEs8Njl9,11665,1255,11523
A40,Englund Gambit Complex: Mosquito Gambit,1. d4 e5 2. dxe5 Qh4,4,black,rnb1kbnr/pppp1ppp/8/4P3/7q/8/PPP1PPPP/RNBQKBNR w KQkq - 1 3,,,15023,648,8727
C41,Philidor Defense: Philidor Gambit,1. e4 e5 2. Nf3 d6 3. d4 Bd7,6,black,rn1qkbnr/pppb1ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,,,13505,963,9865
A10,"English Opening: Anglo-Dutch Variation, Ferenc Gambit",1. c4 f5 2. Nc3 Nf6 3. e4,5,white,rnbqkb1r/ppppp1pp/5n2/5p2/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 3,AfiT7cy0,,12126,951,10465
C37,"King's Gambit Accepted: Rosentreter Gambit, Bird Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Ne5 Qh4+ 6. g3,11,white,rnb1kbnr/pppp1p1p/8/4N3/3PPppq/6P1/PPP4P/RNBQKB1R b KQkq - 0 6,T9lDPIbp,2wG12A7I,9015,843,13134
C02,"French Defense: Advance Variation, Frenkel Gambit",1. e4 e6 2. d4 d5 3. e5 c5 4. b4,7,white,rnbqkbnr/pp3ppp/4p3/2ppP3/1P1P4/8/P1P2PPP/RNBQKBNR b KQkq - 0 4,KvA4kxub,hfqZ61Ve,10659,976,11146
C60,Ruy Lopez: Rotary-Albany Gambit,1. e4 e5 2. Nf3 Nc6 3. Bb5 b6,6,black,r1bqkbnr/p1pp1ppp/1pn5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,,3FtcrP38,12464,827,9346
C25,"Vienna Gambit, with Max Lange Defense: Quelle Gambit",1. e4 e5 2. Nc3 Nc6 3. f4 Bc5 4. fxe5 d6,8,black,r1bqk1nr/ppp2ppp/2np4/2b1P3/4P3/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 5,oj6j5cHt,W6GIvogm,11033,770,10706
C33,King's Gambit Accepted: Breyer Gambit,1. e4 e5 2. f4 exf4 3. Qf3,5,white,rnbqkbnr/pppp1ppp/8/8/4Pp2/5Q2/PPPP2PP/RNB1KBNR b KQkq - 1 3,K9sv6SQJ,,11792,931,9784
C20,"King's Pawn Game: Clam Variation, Radisch Gambit",1. e4 e5 2. d3 Nf6 3. f4 Bc5,6,black,rnbqk2r/pppp1ppp/5n2/2b1p3/4PP2/3P4/PPP3PP/RNBQKBNR w KQkq - 1 4,sVfHt7We,,10927,651,10591
E23,"Nimzo-Indian Defense: Spielmann Variation, Romanovsky Gambit",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6,10,black,r1bqk2r/pp1p1ppp/2n1pn2/2P5/1bP5/1QN5/PP2PPPP/R1B1KBNR w KQkq - 1 6,WYruVA3s,CwbooPdA,10422,1284,10238
A40,"Modern Defense: Lizard Defense, Pirc-Diemer Gambit",1. d4 g6 2. h4 Nf6 3. h5,5,white,rnbqkb1r/pppppp1p/5np1/7P/3P4/8/PPP1PPP1/RNBQKBNR b KQkq - 0 3,,,10266,788,9936
B27,Sicilian Defense: Polish Gambit,1. e4 c5 2. Nf3 b5,4,black,rnbqkbnr/p2ppppp/8/1pp5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,,c0IRcuMi,11877,693,7801
D00,Queen's Pawn Game: Zurich Gambit,1. d4 d5 2. g4,3,white,rnbqkbnr/ppp1pppp/8/3p4/3P2P1/8/PPP1PP1P/RNBQKBNR b KQkq - 0 2,KVZZkvE1,x93Uvb5J,9165,702,10344
C62,"Ruy Lopez: Steinitz Defense, Center Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. d4 exd4 5. O-O,9,white,r1bqkbnr/ppp2ppp/2np4/1B6/3pP3/5N2/PPP2PPP/RNBQ1RK1 b kq - 1 5,,0hbZPOOI,11275,945,7738
C31,"King's Gambit Declined: Falkbeer Countergambit, Miles Gambit",1. e4 e5 2. f4 d5 3. exd5 Bc5,6,black,rnbqk1nr/ppp2ppp/8/2bPp3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 1 4,8MDRH4vZ,kAwUBooR,9205,610,10081
C00,French Defense: Banzai-Leong Gambit,1. e4 e6 2. b4,3,white,rnbqkbnr/pppp1ppp/4p3/8/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq - 0 2,,FYo9wOBV,9171,637,9523
A06,Nimzo-Larsen Attack: Norfolk Gambit,1. Nf3 d5 2. b3 c5 3. e4,5,white,rnbqkbnr/pp2pppp/8/2pp4/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq - 0 3,KcfBQuYr,LxTNvv1Z,9890,846,8484
D24,"Queen's Gambit Accepted: Gunsberg Defense, Prianishenmo Gambit",1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. Nc3 c5 5. d5 e6 6. e4 exd5 7. e5,13,white,rnbqkb1r/pp3ppp/5n2/2ppP3/2p5/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 7,62ljYiyJ,mfYjpZU1,11232,1122,6780
C40,Latvian Gambit: Corkscrew Gambit,1. e4 e5 2. Nf3 f5 3. Nxe5 Nf6 4. Bc4 fxe4 5. Nf7 Qe7 6. Nxh8 d5,12,black,rnb1kb1N/ppp1q1pp/5n2/3p4/2B1p3/8/PPPP1PPP/RNBQK2R w KQq - 0 7,,vOcK01l8,6514,312,11294
A45,"Trompowsky Attack: Raptor Variation, Hergert Gambit",1. d4 Nf6 2. Bg5 Ne4 3. h4 Nxg5 4. hxg5 e5,8,black,rnbqkb1r/pppp1ppp/8/4p1P1/3P4/8/PPP1PPP1/RN1QKBNR w KQkq - 0 5,KCP79RnK,ui2LAcp4,9648,921,7464
A03,"Bird Opening: Dutch Variation, Dudweiler Gambit",1. f4 d5 2. g4,3,white,rnbqkbnr/ppp1pppp/8/3p4/5PP1/8/PPPPP2P/RNBQKBNR b KQkq - 0 2,,42bDy5So,3985,407,13355
C37,"King's Gambit Accepted: Double Muzio Gambit, Bello Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6 7. Nc3,13,white,rnb1kbnr/pppp1p1p/5q2/8/2B1Pp2/2N2Q2/PPPP2PP/R1B2RK1 b kq - 2 7,,cd0UpfY4,8635,405,8556
A02,"Bird Opening: From's Gambit, Langheld Gambit",1. f4 e5 2. fxe5 d6 3. exd6 Nf6,6,black,rnbqkb1r/ppp2ppp/3P1n2/8/8/8/PPPPP1PP/RNBQKBNR w KQkq - 1 4,,sxzGCbCy,7683,655,9248
C47,"Four Knights Game: Scotch Variation, Oxford Gambit",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 Bb4 5. d5 Nd4,10,black,r1bqk2r/pppp1ppp/5n2/3Pp3/1b1nP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 6,,oGGiBk3q,10400,706,6105
A01,Nimzo-Larsen Attack: Ringelbach Gambit,1. b3 f5 2. Bb2 e6 3. e4,5,white,rnbqkbnr/pppp2pp/4p3/5p2/4P3/1P6/PBPP1PPP/RN1QKBNR b KQkq - 0 3,SQuePay7,HWXGxIqs,9769,560,6419
C40,"King's Pawn Game: Damiano Defense, Damiano Gambit",1. e4 e5 2. Nf3 f6 3. Nxe5 fxe5 4. Qh5+ g6 5. Qxe5+ Qe7 6. Qxh8,11,white,rnb1kbnQ/ppppq2p/6p1/8/4P3/8/PPPP1PPP/RNB1KB1R b KQq - 0 6,yo2Az1l4,Uo679x6W,11817,438,4428
A22,"English Opening: King's English Variation, Bellon Gambit",1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 b5,8,black,rnbqkb1r/p1pp1ppp/5n2/1p4N1/2P1p3/2N5/PP1PPPPP/R1BQKB1R w KQkq - 0 5,huVmIGGS,Nrc0Fi6c,8110,850,7557
C64,"Ruy Lopez: Classical Variation, Spanish Wing Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. b4,7,white,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/1P2P3/5N2/P1PP1PPP/RNBQK2R b KQkq - 0 4,,,8139,483,7776
C00,"French Defense: St. George Defense, St. George Gambit",1. e4 e6 2. d4 a6 3. c4 b5 4. cxb5 axb5,8,black,rnbqkbnr/2pp1ppp/4p3/1p6/3PP3/8/PP3PPP/RNBQKBNR w KQkq - 0 5,j8dr6RVr,1fvf6jrA,7179,717,8280
A30,English Opening: Wing Gambit,1. c4 c5 2. b4,3,white,rnbqkbnr/pp1ppppp/8/2p5/1PP5/8/P2PPPPP/RNBQKBNR b KQkq - 0 2,,G7mPuOgv,7526,589,7773
C20,King's Pawn Game: Bavarian Gambit,1. e4 e5 2. c4 d5,4,black,rnbqkbnr/ppp2ppp/8/3pp3/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq - 0 3,,5bGz0L8Q,7427,557,7879
C45,Scotch Game: Alekhine Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. e5,9,white,r1bqkb1r/pppp1ppp/2n2n2/4P3/3N4/8/PPP2PPP/RNBQKB1R b KQkq - 0 5,,WWYzqbCU,6508,720,8601
A80,Dutch Defense: Kingfisher Gambit,1. d4 f5 2. Nc3 d5 3. e4,5,white,rnbqkbnr/ppp1p1pp/8/3p1p2/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,BIHRmSbq,yTgeyai1,8660,673,6320
A00,Anderssen's Opening: Polish Gambit,1. a3 a5 2. b4,3,white,rnbqkbnr/1ppppppp/8/p7/1P6/P7/2PPPPPP/RNBQKBNR b KQkq - 0 2,,JyXrchst,7642,793,7208
D06,"Queen's Gambit Declined: Baltic Defense, Argentinian Gambit",1. d4 d5 2. c4 Bf5 3. cxd5 Bxb1 4. Qa4+ c6 5. dxc6 Nxc6,10,black,r2qkbnr/pp2pppp/2n5/8/Q2P4/8/PP2PPPP/RbB1KBNR w KQkq - 0 6,,,7320,1391,6034
D34,"Tarrasch Defense: Classical Variation, Classical Tarrasch Gambit",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. dxc5 d4,18,black,r1bq1rk1/pp2bppp/2n2n2/2P5/3p4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 10,HaJiF54C,,6702,743,7178
B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit",1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. d4,11,white,r1bqk2r/pp1pppbp/2n2np1/1Bp5/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 6,c6d83fNZ,eIrUNz5X,7838,769,5936
A45,"Indian Defense: Omega Gambit, Arafat Gambit",1. d4 Nf6 2. e4 Nxe4 3. Bd3 Nf6 4. Bg5,7,white,rnbqkb1r/pppppppp/5n2/6B1/3P4/3B4/PPP2PPP/RN1QK1NR b KQkq - 3 4,,IW7Zyufp,6295,611,7620
C23,Bishop's Opening: Anderssen Gambit,1. e4 e5 2. Bc4 b5 3. Bxb5 c6,6,black,rnbqkbnr/p2p1ppp/2p5/1B2p3/4P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 4,,vb7XoB6B,7190,504,6668
C80,"Ruy Lopez: Open, Skipworth Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. Re1 d5,12,black,r1bqkb1r/1pp2ppp/p1n5/3pp3/B3n3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7,,U41HbNYk,8883,700,4645
D32,Tarrasch Defense: Marshall Gambit,1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. e4,9,white,rnbqkbnr/pp3ppp/8/2pp4/3PP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,GPhN0v2b,QzlCwNNk,7344,611,6068
D31,"Semi-Slav Defense: Anti-Noteboom, Stonewall Variation, Portisch Gambit",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 f5 5. g4,9,white,rnbqkbnr/pp4pp/2p1p3/3p1p2/2PP2P1/2N1P3/PP3P1P/R1BQKBNR b KQkq - 0 5,Hm42ll47,Ys26Aw3C,7692,654,5575
D20,"Queen's Gambit Accepted: Central Variation, Rubinstein Defense, Yefimov Gambit",1. d4 d5 2. c4 dxc4 3. e4 c5 4. d5 b5,8,black,rnbqkbnr/p3pppp/8/1ppP4/2p1P3/8/PP3PPP/RNBQKBNR w KQkq - 0 5,DuZQYaOt,OqSIW3O4,8008,498,5324
C23,Bishop's Opening: McDonnell Gambit,1. e4 e5 2. Bc4 Bc5 3. b4,5,white,rnbqk1nr/pppp1ppp/8/2b1p3/1PB1P3/8/P1PP1PPP/RNBQK1NR b KQkq - 0 3,v2yjZxkx,,7277,444,6056
B47,"Sicilian Defense: Taimanov Variation, Bastrikov Variation, Ponomariov Gambit",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Ndb5 Qb8 7. Be3 a6 8. Bb6,15,white,rqb1kbnr/1p1p1ppp/pBn1p3/1N6/4P3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 8,WlbnECSW,ipYMSPYE,7704,562,5391
C33,King's Gambit Accepted: Stamma Gambit,1. e4 e5 2. f4 exf4 3. h4,5,white,rnbqkbnr/pppp1ppp/8/8/4Pp1P/8/PPPP2P1/RNBQKBNR b KQkq - 0 3,,a6IJekKs,6537,557,6299
A50,Mexican Defense: Horsefly Gambit,1. d4 Nf6 2. c4 Nc6 3. d5 Ne5 4. f4,7,white,r1bqkb1r/pppppppp/5n2/3Pn3/2P2P2/8/PP2P1PP/RNBQKBNR b KQkq - 0 4,XKMo5lVY,oAzMDddf,6325,449,6550
A43,Benoni Defense: Benoni-Staunton Gambit,1. d4 c5 2. d5 f5 3. e4,5,white,rnbqkbnr/pp1pp1pp/8/2pP1p2/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,Cam1X5ue,AvWuc5qq,7050,536,5701
C64,"Ruy Lopez: Classical Variation, Konikowski Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. c3 d5,8,black,r1bqk1nr/ppp2ppp/2n5/1Bbpp3/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 5,,A2OlalO7,6641,583,6003
C70,"Ruy Lopez: Morphy Defense, Norwegian Variation, Nightingale Gambit",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 b5 5. Bb3 Na5 6. Bxf7+,11,white,r1bqkbnr/2pp1Bpp/p7/np2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 6,z4Rao1pq,3ZnoOfez,6686,420,6035
B00,Nimzowitsch Defense: Wheeler Gambit,1. e4 Nc6 2. b4,3,white,r1bqkbnr/pppppppp/2n5/8/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq - 0 2,,,6451,445,6216
C10,"French Defense: Rubinstein Variation, Ellis Gambit",1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 e5,8,black,rnbqkbnr/ppp2ppp/8/4p3/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 0 5,,qGBzMJ0p,6770,690,5252
A00,Grob Opening: Romford Countergambit,1. g4 d5 2. Bg2 Bxg4 3. c4 d4,6,black,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,ZTpWTxQl,qPvg2k3L,6260,358,5828
B90,"Sicilian Defense: Najdorf Variation, Dekker Gambit",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. g4,11,white,rnbqkb1r/1p2pppp/p2p1n2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq - 0 6,LD9nZb1I,KaIBky9Y,5820,424,6057
A41,"Rat Defense: English Rat, Pounds Gambit",1. d4 d6 2. c4 e5 3. dxe5 Be6,6,black,rn1qkbnr/ppp2ppp/3pb3/4P3/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 1 4,,0XViEBoL,5748,364,6082
B10,Caro-Kann Defense: Scorpion-Horus Gambit,1. e4 c6 2. Nc3 d5 3. d3 dxe4 4. Bg5,7,white,rnbqkbnr/pp2pppp/2p5/6B1/4p3/2NP4/PPP2PPP/R2QKBNR b KQkq - 1 4,,RNF1YlUZ,6614,367,4735
A00,Van Geet Opening: Billockus-Johansen Gambit,1. Nc3 e5 2. Nf3 Bc5,4,black,rnbqk1nr/pppp1ppp/8/2b1p3/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 3,,dnFVI86g,6717,376,4549
D20,"Queen's Gambit Accepted: Old Variation, Christensen Gambit",1. d4 d5 2. c4 dxc4 3. e3 e5 4. Bxc4 exd4 5. Qb3 Qe7 6. Nf3,11,white,rnb1kbnr/ppp1qppp/8/8/2Bp4/1Q2PN2/PP3PPP/RNB1K2R b KQkq - 3 6,,OATStsIa,6306,606,4246
C57,"Italian Game: Two Knights Defense, Kloss Gambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nb4,10,black,r1bqkb1r/ppp2ppp/5n2/3Pp1N1/1nB5/8/PPPP1PPP/RNBQK2R w KQkq - 1 6,yNqbbMv1,vgTQzg4f,5375,424,5343
A10,English Opening: Wade Gambit,1. c4 f5 2. g4,3,white,rnbqkbnr/ppppp1pp/8/5p2/2P3P1/8/PP1PPP1P/RNBQKBNR b KQkq - 0 2,dH1nDOGF,7N1TQXzc,5841,474,4802
C30,"King's Gambit Declined: Classical Variation, Rotlewi Countergambit",1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. b4,7,white,rnbqk1nr/ppp2ppp/3p4/2b1p3/1P2PP2/5N2/P1PP2PP/RNBQKB1R b KQkq - 0 4,S6QBNVig,Hr5GgfCX,5053,385,5559
C33,King's Gambit Accepted: Tartakower Gambit,1. e4 e5 2. f4 exf4 3. Be2,5,white,rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPB1PP/RNBQK1NR b KQkq - 1 3,ooWZCzTK,z3bO9tEl,5693,422,4714
B00,Owen Defense: Wind Gambit,1. e4 b6 2. d4 Bb7 3. f3 e5,6,black,rn1qkbnr/pbpp1ppp/1p6/4p3/3PP3/5P2/PPP3PP/RNBQKBNR w KQkq - 0 4,,ljfbIVQ8,5350,421,5057
